lat_grid,lon_grid,day,month,year,decade,season_enc,coordinateUncertaintyInMeters,species_richness,order_enc,family_enc,class_enc,taxonRank_enc,basisOfRecord_enc,decimalLatitude,decimalLongitude,plant_sighting_density
17.8,73.8,22,6,1880,1880,2,549.0,34,19,46,1,2,4,17.78306,73.76838,205
17.3,73.5,22,3,2017,2010,1,549.0,10,13,40,1,2,4,17.33064,73.47105,61
17.3,73.5,22,12,2025,2020,0,549.0,10,3,11,1,2,0,17.302228,73.490266,61
17.5,73.5,24,4,2025,2020,1,15.0,30,0,8,0,2,0,17.510124,73.543522,221
17.6,73.5,3,12,2025,2020,0,1405.0,10,11,35,1,2,0,17.559818,73.471054,44
17.3,73.5,18,12,2025,2020,0,20.0,10,14,0,1,2,0,17.300851,73.488601,61
17.6,73.8,22,3,2025,2020,1,549.0,81,14,81,1,2,0,17.598598,73.845879,884
17.5,73.5,3,12,2025,2020,0,217.0,30,20,57,1,2,0,17.527559,73.538425,221
17.5,73.5,3,12,2025,2020,0,217.0,30,18,48,1,2,0,17.527559,73.538425,221
17.6,73.5,4,12,2025,2020,0,800.0,10,11,35,1,2,0,17.563752,73.473365,44
17.5,73.8,10,1,2026,2020,0,549.0,17,19,50,1,2,0,17.513715,73.819892,99
17.3,73.5,18,12,2025,2020,0,20.0,10,14,0,1,2,0,17.300851,73.488603,61
17.4,73.5,4,1,2026,2020,0,549.0,23,8,72,0,2,0,17.387005,73.528222,128
17.4,73.5,4,1,2026,2020,0,549.0,23,12,6,1,2,0,17.387048,73.528423,128
17.5,73.7,20,12,2025,2020,0,312.0,12,14,14,1,2,0,17.450779,73.707796,33
17.4,73.5,4,1,2026,2020,0,549.0,23,17,84,1,2,0,17.386973,73.528168,128
17.6,73.5,4,12,2025,2020,0,964.0,10,6,1,1,2,0,17.562114,73.475067,44
17.3,73.5,18,12,2025,2020,0,100.0,10,3,11,1,2,0,17.300851,73.488601,61
17.5,73.5,18,5,2025,2020,1,3.0,30,14,0,1,2,0,17.52148,73.54296,221
17.3,73.5,12,11,2025,2020,3,44.0,10,17,84,1,2,0,17.316602,73.538233,61
17.8,73.8,16,9,2024,2020,3,549.0,34,0,8,0,2,0,17.751936,73.792661,205
17.7,73.8,3,4,2022,2020,1,549.0,232,14,67,1,2,0,17.725108,73.823206,6544
17.3,73.5,21,12,2025,2020,0,549.0,10,14,0,1,2,0,17.303657,73.492038,61
17.8,73.8,16,9,2024,2020,3,549.0,34,13,40,1,2,0,17.758228,73.788304,205
17.8,73.8,16,9,2024,2020,3,549.0,34,14,41,1,2,0,17.755342,73.791606,205
17.3,73.5,17,12,2025,2020,0,100.0,10,22,66,1,2,0,17.300855,73.488602,61
17.3,73.5,24,12,2025,2020,0,549.0,10,30,82,1,2,0,17.302348,73.490443,61
17.8,73.8,16,9,2024,2020,3,549.0,34,2,9,0,2,0,17.75001,73.792321,205
17.7,73.8,25,9,2025,2020,3,298.0,232,30,82,1,2,0,17.724306,73.846812,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,15,23,0,2,0,17.725689,73.818914,6544
17.7,73.8,6,9,2025,2020,3,3.0,232,15,23,0,2,0,17.692488,73.769408,6544
17.7,73.8,25,11,2014,2010,3,205.0,232,18,48,1,2,0,17.725689,73.818914,6544
17.7,73.8,23,9,2012,2010,3,645.0,232,19,46,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,10,2025,2020,3,276.0,232,14,0,1,2,0,17.726024,73.818652,6544
17.7,73.8,22,10,2025,2020,3,924.0,232,3,52,1,2,0,17.719013,73.811114,6544
17.7,73.8,18,9,2025,2020,3,994.0,232,3,11,1,2,0,17.729968,73.822497,6544
17.8,73.8,21,9,2025,2020,3,30716.0,34,8,25,0,2,0,17.773489,73.828764,205
17.7,73.8,18,9,2025,2020,3,994.0,232,10,12,1,2,0,17.72887,73.809558,6544
17.6,73.8,13,3,2021,2020,1,100.0,81,14,0,1,1,4,17.586744,73.829858,884
17.6,73.8,13,3,2021,2020,1,100.0,81,14,0,1,1,4,17.586744,73.829858,884
17.7,73.8,27,10,2021,2020,3,100.0,232,14,0,1,1,4,17.725886,73.823917,6544
17.7,73.8,15,9,2013,2010,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,24,9,2023,2020,3,206.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,8,9,2018,2010,3,150.0,232,10,12,1,2,0,17.724899,73.826645,6544
17.7,73.8,1,9,2013,2010,3,150.0,232,10,12,1,2,0,17.724899,73.826645,6544
17.7,73.8,23,9,2013,2010,3,993.0,232,10,12,1,2,0,17.720831,73.823716,6544
17.7,73.8,25,9,2025,2020,3,298.0,232,10,12,1,2,0,17.722701,73.837199,6544
17.7,73.8,6,10,2023,2020,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,13,9,2016,2010,3,178.0,232,10,12,1,2,0,17.721618,73.824574,6544
17.7,73.8,12,9,2014,2010,3,205.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,4,12,2024,2020,0,994.0,232,10,12,1,2,0,17.720831,73.823716,6544
17.7,73.8,10,9,2024,2020,3,2344.0,232,10,12,1,2,0,17.730111,73.808811,6544
17.6,73.8,24,9,2025,2020,3,4151.0,81,2,59,0,2,0,17.592766,73.827203,884
17.7,73.8,27,9,2025,2020,3,549.0,232,30,82,1,2,0,17.724203,73.826658,6544
17.7,73.8,18,9,2025,2020,3,206.0,232,10,12,1,2,0,17.725689,73.818914,6544
17.7,73.8,27,9,2025,2020,3,21545.0,232,2,59,0,2,0,17.675281,73.81838,6544
17.4,73.7,18,10,2025,2020,3,15.0,112,3,11,1,2,0,17.397005,73.744819,941
17.6,73.5,27,4,2025,2020,1,549.0,10,26,53,1,2,0,17.556142,73.504444,44
17.7,73.8,19,9,2024,2020,3,30716.0,232,12,36,1,2,0,17.746313,73.843103,6544
17.7,73.8,18,9,2025,2020,3,994.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2025,2020,3,206.0,232,8,25,0,2,0,17.725689,73.818914,6544
17.7,73.8,18,9,2025,2020,3,994.0,232,8,25,0,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2025,2020,3,994.0,232,14,41,1,2,0,17.720831,73.823716,6544
17.7,73.8,18,9,2025,2020,3,994.0,232,4,15,1,2,0,17.718405,73.804563,6544
17.6,73.8,4,10,2025,2020,3,549.0,81,14,0,1,2,0,17.597656,73.847961,884
17.7,73.8,5,10,2025,2020,3,549.0,232,12,6,1,2,0,17.725111,73.817094,6544
17.7,73.8,15,9,2025,2020,3,206.0,232,3,11,1,2,0,17.725978,73.818895,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,11,35,1,2,0,17.725689,73.818914,6544
17.7,73.8,20,9,2025,2020,3,2.0,232,3,11,1,2,0,17.71395,73.812911,6544
17.8,73.8,19,9,2024,2020,3,30716.0,34,14,0,1,2,0,17.757598,73.809182,205
17.7,73.8,20,9,2025,2020,3,205.0,232,14,60,1,2,0,17.725689,73.818914,6544
17.7,73.8,5,10,2025,2020,3,549.0,232,8,25,0,2,0,17.728711,73.818319,6544
17.7,73.8,5,10,2025,2020,3,549.0,232,12,6,1,2,0,17.726236,73.814581,6544
17.7,73.8,5,10,2025,2020,3,549.0,232,10,12,1,2,0,17.726181,73.8146,6544
17.6,73.8,27,9,2025,2020,3,202.0,81,14,43,1,2,0,17.585122,73.833122,884
17.4,73.7,28,10,2021,2020,3,1069.0,112,2,59,0,2,0,17.39189,73.740431,941
17.7,73.8,18,9,2025,2020,3,549.0,232,14,43,1,2,0,17.721731,73.824881,6544
17.7,73.8,5,10,2025,2020,3,549.0,232,12,6,1,2,0,17.726317,73.823506,6544
17.7,73.8,21,9,2024,2020,3,994.0,232,14,43,1,2,0,17.726315,73.820515,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,4,15,1,2,0,17.725689,73.818914,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,14,43,1,2,0,17.725689,73.818914,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,14,43,1,2,0,17.725689,73.818914,6544
17.7,73.8,11,9,2024,2020,3,1470.0,232,14,43,1,2,0,17.724878,73.806751,6544
17.7,73.8,21,9,2025,2020,3,206.0,232,14,43,1,2,0,17.725689,73.818914,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,10,12,1,2,0,17.725692,73.814867,6544
17.7,73.8,5,9,2025,2020,3,22.0,232,14,41,1,2,0,17.723695,73.835342,6544
17.6,73.8,27,9,2025,2020,3,202.0,81,12,77,1,2,0,17.585122,73.833122,884
17.7,73.8,21,9,2025,2020,3,549.0,232,8,25,0,2,0,17.725419,73.821647,6544
17.6,73.8,21,9,2025,2020,3,261.0,81,14,0,1,0,0,17.595726,73.846164,884
17.7,73.8,21,9,2025,2020,3,549.0,232,2,59,0,2,0,17.719231,73.830975,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,14,41,1,2,0,17.721217,73.831586,6544
17.6,73.8,27,9,2025,2020,3,401.0,81,25,75,1,2,0,17.590178,73.838051,884
17.7,73.8,20,9,2025,2020,3,2.0,232,14,81,1,2,0,17.713922,73.812911,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,2,59,0,2,0,17.720525,73.816036,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,4,15,1,0,0,17.722761,73.832278,6544
17.6,73.8,20,9,2025,2020,3,549.0,81,2,59,0,2,0,17.584439,73.832272,884
17.6,73.8,28,9,2025,2020,3,549.0,81,2,59,0,2,0,17.596967,73.848492,884
17.6,73.8,27,9,2025,2020,3,202.0,81,14,60,1,2,0,17.585122,73.833122,884
17.7,73.8,21,9,2025,2020,3,549.0,232,2,59,0,2,0,17.695242,73.832658,6544
17.6,73.8,27,9,2025,2020,3,202.0,81,14,41,1,2,0,17.585122,73.833122,884
17.7,73.8,20,9,2025,2020,3,7.0,232,17,34,1,2,0,17.713878,73.812492,6544
17.7,73.8,18,9,2025,2020,3,549.0,232,2,59,0,2,0,17.694333,73.838619,6544
17.7,73.8,25,9,2025,2020,3,298.0,232,12,6,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,18,48,1,2,0,17.725692,73.814867,6544
17.7,73.8,21,9,2025,2020,3,206.0,232,23,69,0,2,0,17.725689,73.818914,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,2,59,0,2,0,17.69525,73.832647,6544
17.6,73.8,21,9,2025,2020,3,261.0,81,11,35,1,2,0,17.595726,73.846164,884
17.7,73.8,21,9,2025,2020,3,549.0,232,12,6,1,2,0,17.725586,73.816272,6544
17.7,73.8,21,9,2025,2020,3,206.0,232,8,25,0,2,0,17.725689,73.818914,6544
17.7,73.8,25,9,2025,2020,3,298.0,232,1,5,1,2,0,17.722701,73.837199,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,2,59,0,2,0,17.720525,73.816078,6544
17.6,73.8,20,9,2025,2020,3,549.0,81,2,59,0,2,0,17.584581,73.831269,884
17.7,73.8,21,9,2025,2020,3,549.0,232,9,13,1,2,0,17.725486,73.816683,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,6,31,1,2,0,17.720525,73.816136,6544
17.6,73.8,20,9,2025,2020,3,549.0,81,14,41,1,2,0,17.584469,73.832289,884
17.6,73.8,28,9,2025,2020,3,549.0,81,10,12,1,2,0,17.5978,73.848064,884
17.7,73.8,20,9,2025,2020,3,5.0,232,2,59,0,2,0,17.695736,73.809119,6544
17.6,73.8,24,9,2025,2020,3,4151.0,81,14,41,1,2,0,17.592766,73.827203,884
17.6,73.8,24,9,2025,2020,3,4151.0,81,14,60,1,2,0,17.592766,73.827203,884
17.7,73.8,25,9,2025,2020,3,298.0,232,10,12,1,2,0,17.722701,73.837199,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,6,71,1,2,0,17.725689,73.818914,6544
17.7,73.8,25,9,2025,2020,3,298.0,232,12,6,1,2,0,17.722701,73.837199,6544
17.6,73.8,27,9,2025,2020,3,202.0,81,23,33,0,2,0,17.585122,73.833122,884
17.7,73.8,27,9,2025,2020,3,4865.0,232,2,59,0,2,0,17.694423,73.783093,6544
17.7,73.8,21,9,2025,2020,3,549.0,232,8,25,0,2,0,17.720136,73.824208,6544
17.7,73.8,18,9,2025,2020,3,549.0,232,8,25,0,2,0,17.719689,73.823753,6544
17.5,73.5,27,9,2025,2020,3,21.0,30,17,34,1,2,0,17.530441,73.516808,221
17.4,73.7,29,6,2025,2020,2,549.0,112,12,77,1,2,0,17.37609,73.74346,941
17.7,73.8,18,9,2025,2020,3,549.0,232,2,59,0,2,0,17.694417,73.838319,6544
17.7,73.8,20,9,2025,2020,3,4827.0,232,11,35,1,2,0,17.72295,73.767647,6544
17.7,73.8,20,9,2025,2020,3,2755.0,232,2,59,0,2,0,17.719577,73.775296,6544
17.7,73.8,20,9,2025,2020,3,3343.0,232,2,59,0,2,0,17.719574,73.774014,6544
17.7,73.8,20,9,2025,2020,3,3.0,232,14,0,1,2,0,17.719367,73.824311,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,11,35,1,2,0,17.725689,73.818914,6544
17.7,73.8,20,9,2025,2020,3,205.0,232,2,59,0,2,0,17.725689,73.818914,6544
17.7,73.8,20,9,2025,2020,3,5.0,232,11,35,1,2,0,17.727022,73.823875,6544
17.5,73.5,22,9,2025,2020,3,7.0,30,6,56,1,2,0,17.530607,73.516518,221
17.6,73.8,21,9,2025,2020,3,261.0,81,9,13,1,2,0,17.595726,73.846164,884
17.6,73.8,29,9,2024,2020,3,549.0,81,23,33,0,2,0,17.590036,73.838539,884
17.6,73.8,6,10,2024,2020,3,4151.0,81,14,60,1,2,0,17.592766,73.827203,884
17.7,73.8,21,9,2024,2020,3,994.0,232,2,59,0,2,0,17.722316,73.825579,6544
17.7,73.8,21,9,2024,2020,3,994.0,232,2,59,0,2,0,17.722393,73.826266,6544
17.7,73.8,21,9,2024,2020,3,994.0,232,2,59,0,2,0,17.726586,73.820406,6544
17.7,73.8,21,9,2024,2020,3,994.0,232,2,59,0,2,0,17.712032,73.82014,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,26,18,1,2,0,17.725689,73.818914,6544
17.7,73.8,2,8,2025,2020,2,5.0,232,2,59,0,2,0,17.729027,73.844658,6544
17.5,73.7,15,3,2025,2020,1,30732.0,12,25,62,1,2,0,17.507262,73.716097,33
17.6,73.8,8,3,2021,2020,1,549.0,81,14,0,1,2,4,17.585111,73.829861,884
17.6,73.8,8,3,2021,2020,1,549.0,81,14,0,1,2,4,17.585111,73.829861,884
17.6,73.8,24,12,2019,2010,0,549.0,81,14,0,1,2,4,17.585611,73.81425,884
17.6,73.8,9,10,2020,2020,3,549.0,81,14,0,1,2,4,17.585611,73.81425,884
17.6,73.8,12,3,2021,2020,1,549.0,81,14,0,1,2,4,17.585611,73.81425,884
17.7,73.8,2,8,2025,2020,2,1245.0,232,19,55,1,2,0,17.731352,73.843361,6544
17.7,73.8,27,9,2022,2020,3,227.0,232,14,0,1,2,0,17.72467,73.817625,6544
17.5,73.8,27,5,2022,2020,1,10.0,17,28,79,1,2,0,17.545645,73.82283,99
17.4,73.8,14,6,2025,2020,2,549.0,30,7,20,1,2,0,17.352718,73.771507,100
17.6,73.8,7,6,2025,2020,2,1333.0,81,2,59,0,2,0,17.644436,73.827947,884
17.6,73.8,7,6,2025,2020,2,1333.0,81,2,59,0,2,0,17.644436,73.827947,884
17.7,73.8,27,8,2016,2010,2,5872.0,232,0,8,0,2,0,17.720831,73.823716,6544
17.6,73.8,5,9,2024,2020,3,292.0,81,10,12,1,2,0,17.629398,73.82251,884
17.7,73.8,11,9,2024,2020,3,1616.0,232,2,59,0,2,0,17.725205,73.806064,6544
17.8,73.8,21,9,2024,2020,3,30716.0,34,6,31,1,2,0,17.767259,73.810482,205
17.8,73.7,9,2,2025,2020,0,209.0,7,2,59,0,2,0,17.769133,73.742102,32
17.5,73.8,21,3,2025,2020,1,549.0,17,19,46,1,2,0,17.518746,73.820033,99
17.5,73.8,21,3,2025,2020,1,549.0,17,3,17,1,2,0,17.518748,73.820046,99
17.8,73.7,21,3,2025,2020,1,662.0,7,19,46,1,2,0,17.770083,73.735132,32
17.3,73.6,15,3,2025,2020,1,30748.0,2,11,35,1,2,0,17.306732,73.623112,5
17.4,73.7,16,3,2025,2020,1,30748.0,112,24,30,2,2,0,17.39234,73.722339,941
17.4,73.7,29,5,2024,2020,1,380.0,112,27,45,1,2,0,17.392348,73.667634,941
17.7,73.8,4,12,2024,2020,0,206.0,232,27,87,1,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,29,28,1,2,0,17.724666,73.817626,6544
17.5,73.5,15,2,2015,2010,0,5321.0,30,30,26,1,1,0,17.531904,73.515134,221
17.5,73.5,3,3,2024,2020,1,549.0,30,30,26,1,1,0,17.460976,73.51984,221
17.7,73.8,29,3,2015,2010,1,993.0,232,11,35,1,2,0,17.720831,73.823716,6544
17.4,73.6,4,9,2025,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,9,3,2021,2020,1,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,27,12,2025,2020,0,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,9,2023,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,10,2019,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,12,9,2015,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,21,12,2023,2020,0,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,8,2025,2020,2,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,13,9,2021,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,30,9,2011,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,9,2025,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,28,6,2017,2010,2,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,9,2018,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,29,9,2015,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,11,9,2016,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,21,10,2017,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,22,8,2022,2020,2,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,23,3,2022,2020,1,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,1,9,2017,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,10,10,2025,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,30,9,2011,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,18,9,2019,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,18,8,2022,2020,2,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,5,2012,2010,1,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,3,10,2015,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,9,2014,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,29,9,2017,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,21,11,2015,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,26,9,2013,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,23,9,2025,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,12,10,2025,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,9,9,2015,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,20,10,2011,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,18,3,2015,2010,1,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,23,8,2017,2010,2,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,12,10,2011,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,6,10,2013,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,4,6,2022,2020,2,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,16,9,2018,2010,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,18,9,2025,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.4,73.6,22,9,2023,2020,3,549.0,60,23,69,0,2,3,17.41,73.59,435
17.8,73.8,14,10,2018,2010,3,549.0,34,23,69,0,2,3,17.77,73.83,205
17.8,73.8,23,8,2019,2010,2,549.0,34,23,69,0,2,3,17.77,73.83,205
17.8,73.8,28,3,1996,1990,1,549.0,34,23,69,0,2,3,17.77,73.83,205
17.6,73.8,10,9,2017,2010,3,549.0,81,3,11,1,2,0,17.596782,73.846159,884
17.5,73.5,28,10,2024,2020,3,1829.0,30,14,43,1,2,0,17.464503,73.462216,221
17.7,73.8,4,10,2023,2020,3,994.0,232,6,31,1,2,0,17.720831,73.823716,6544
17.6,73.8,6,7,2024,2020,2,4157.0,81,2,59,0,2,0,17.592764,73.827203,884
17.7,73.8,10,9,2024,2020,3,1530.0,232,14,0,1,2,0,17.718954,73.811129,6544
17.5,73.8,8,6,2024,2020,2,549.0,17,7,20,1,2,0,17.483619,73.824311,99
17.7,73.8,6,10,2024,2020,3,205.0,232,3,11,1,2,0,17.725689,73.818914,6544
17.6,73.8,30,9,2018,2010,3,549.0,81,27,45,1,2,0,17.597251,73.846289,884
17.7,73.8,28,10,2024,2020,3,2955.0,232,12,6,1,2,0,17.727097,73.818343,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,17,65,1,2,0,17.725689,73.818914,6544
17.6,73.8,23,11,2024,2020,3,6.0,81,14,0,1,2,0,17.581953,73.824354,884
17.7,73.8,4,12,2024,2020,0,206.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.5,73.5,28,10,2024,2020,3,1042.0,30,6,31,1,2,0,17.469072,73.458275,221
17.7,73.8,29,3,2015,2010,1,549.0,232,26,32,1,2,0,17.72539,73.847236,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,3,17,1,2,0,17.725689,73.818914,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,19,24,1,2,0,17.725689,73.818914,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,13,40,1,2,0,17.725689,73.818914,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,3,11,1,2,0,17.725689,73.818914,6544
17.4,73.7,13,12,2022,2020,0,4.0,112,11,35,1,2,0,17.401548,73.740267,941
17.7,73.8,4,12,2024,2020,0,206.0,232,12,77,1,2,0,17.725689,73.818914,6544
17.7,73.8,4,12,2024,2020,0,994.0,232,2,59,0,2,0,17.720831,73.823716,6544
17.7,73.8,28,10,2024,2020,3,1950.0,232,12,6,1,2,0,17.728104,73.820936,6544
17.7,73.8,4,12,2024,2020,0,995.0,232,18,48,1,2,0,17.724753,73.841135,6544
17.7,73.8,4,12,2024,2020,0,206.0,232,14,0,1,2,0,17.725689,73.818914,6544
17.6,73.8,15,11,2024,2020,3,696.0,81,14,60,1,2,0,17.596984,73.82156,884
17.4,73.7,20,10,2011,2010,3,211.0,112,14,67,1,2,0,17.417548,73.665064,941
17.4,73.7,18,10,2011,2010,3,211.0,112,25,75,1,2,0,17.418592,73.665557,941
17.5,73.6,18,10,2011,2010,3,30732.0,23,18,48,1,2,0,17.524642,73.627073,115
17.7,73.8,6,10,2024,2020,3,205.0,232,6,71,1,2,0,17.725689,73.818914,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,14,43,1,2,0,17.725689,73.818914,6544
17.7,73.8,6,10,2024,2020,3,205.0,232,1,5,1,2,0,17.725689,73.818914,6544
17.4,73.7,20,10,2011,2010,3,211.0,112,10,12,1,2,0,17.421711,73.666063,941
17.4,73.7,18,10,2011,2010,3,47.0,112,10,12,1,2,0,17.415245,73.665166,941
17.6,73.8,10,9,2017,2010,3,549.0,81,3,11,1,2,0,17.598473,73.848102,884
17.7,73.8,12,10,2024,2020,3,206.0,232,12,6,1,2,0,17.726322,73.817434,6544
17.7,73.8,20,6,2015,2010,2,549.0,232,28,79,1,2,0,17.725148,73.833293,6544
17.7,73.8,20,6,2015,2010,2,549.0,232,0,8,0,2,0,17.723403,73.826545,6544
17.7,73.8,13,10,2024,2020,3,474.0,232,11,35,1,2,0,17.726505,73.816428,6544
17.6,73.8,14,5,2022,2020,1,549.0,81,0,8,0,2,0,17.556138,73.836944,884
17.7,73.8,30,9,2021,2020,3,227.0,232,3,11,1,2,0,17.724666,73.817626,6544
17.7,73.8,13,10,2024,2020,3,994.0,232,12,6,1,2,0,17.72874,73.812988,6544
17.7,73.8,13,10,2024,2020,3,994.0,232,3,11,1,2,0,17.728584,73.814361,6544
17.7,73.8,13,10,2024,2020,3,642.0,232,12,6,1,2,0,17.727387,73.815599,6544
17.6,73.8,14,5,2022,2020,1,549.0,81,0,8,0,2,0,17.556092,73.836943,884
17.7,73.8,1,10,2022,2020,3,1830.0,232,25,75,1,2,0,17.720831,73.823716,6544
17.7,73.8,1,10,2022,2020,3,1830.0,232,25,75,1,2,0,17.720831,73.823716,6544
17.7,73.8,1,10,2022,2020,3,1830.0,232,25,75,1,2,0,17.720831,73.823716,6544
17.7,73.8,20,5,2015,2010,1,549.0,232,11,35,1,2,0,17.724781,73.841526,6544
17.5,73.8,12,12,2022,2020,0,549.0,17,30,82,1,1,0,17.493058,73.827171,99
17.6,73.8,6,10,2024,2020,3,4151.0,81,14,60,1,2,0,17.592766,73.827203,884
17.7,73.8,30,9,2021,2020,3,227.0,232,8,25,0,2,0,17.724666,73.817626,6544
17.6,73.8,10,9,2017,2010,3,549.0,81,3,11,1,2,0,17.598473,73.848102,884
17.4,73.7,4,10,2024,2020,3,648.0,112,2,59,0,2,0,17.390023,73.703477,941
17.7,73.8,27,9,2024,2020,3,549.0,232,14,41,1,2,0,17.719177,73.824398,6544
17.7,73.8,28,9,2024,2020,3,27.0,232,14,0,1,2,0,17.72449,73.826614,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,8,25,0,2,0,17.724666,73.817626,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,6,31,1,2,0,17.724666,73.817626,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,14,60,1,2,0,17.585169,73.829489,884
17.7,73.8,15,9,2013,2010,3,205.0,232,11,35,1,2,0,17.725689,73.818914,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.6,73.8,5,10,2024,2020,3,549.0,81,14,0,1,2,0,17.587252,73.818061,884
17.7,73.8,30,9,2021,2020,3,227.0,232,6,71,1,2,0,17.724666,73.817626,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,12,6,1,2,0,17.724666,73.817626,6544
17.7,73.8,30,9,2021,2020,3,227.0,232,10,12,1,2,0,17.724666,73.817626,6544
17.7,73.8,29,9,2024,2020,3,206.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,14,41,1,2,0,17.585111,73.829367,884
17.7,73.8,6,10,2024,2020,3,205.0,232,6,31,1,2,0,17.725689,73.818914,6544
17.6,73.8,29,9,2024,2020,3,549.0,81,2,59,0,2,0,17.597158,73.848339,884
17.6,73.8,29,9,2024,2020,3,549.0,81,25,51,1,2,0,17.596686,73.848528,884
