lat_grid,lon_grid,day,month,year,decade,season_enc,coordinateUncertaintyInMeters,species_richness,order_enc,family_enc,class_enc,taxonRank_enc,basisOfRecord_enc,decimalLatitude,decimalLongitude,plant_sighting_density
17.7,73.8,29,6,2017,2010,2,993.0,232,2,59,0,2,0,17.726866,73.836357,6544
17.7,73.8,27,10,2003,2000,3,4.0,232,3,52,1,2,0,17.730016,73.810339,6544
17.8,73.8,28,9,2020,2020,3,549.0,34,14,67,1,2,0,17.754164,73.824773,205
17.4,73.7,25,9,2021,2020,3,549.0,112,2,59,0,2,0,17.434168,73.66918,941
17.4,73.5,7,9,2022,2020,3,549.0,23,19,46,1,2,0,17.407878,73.535914,128
17.7,73.8,22,10,2015,2010,3,994.0,232,14,0,1,2,0,17.72838,73.807836,6544
17.7,73.8,12,9,2021,2020,3,27.0,232,14,0,1,2,0,17.706074,73.810313,6544
17.7,73.8,29,9,2015,2010,3,61.0,232,19,50,1,2,0,17.693057,73.807006,6544
17.5,73.8,23,9,2015,2010,3,549.0,17,17,34,1,2,0,17.490559,73.836111,99
17.4,73.6,22,9,2019,2010,3,549.0,60,12,77,1,2,0,17.446588,73.63691,435
17.7,73.8,20,10,2013,2010,3,205.0,232,14,0,1,2,0,17.70945,73.822823,6544
17.7,73.8,10,9,2015,2010,3,355.0,232,2,59,0,2,0,17.718091,73.820552,6544
17.7,73.8,12,9,2018,2010,3,2000.0,232,8,25,0,2,4,17.732588,73.827664,6544
17.7,73.8,31,10,2026,2020,3,994.0,232,14,43,1,2,0,17.719107,73.818453,6544
17.7,73.8,25,9,2015,2010,3,439.0,232,8,25,0,2,0,17.742864,73.832324,6544
17.7,73.8,12,9,2016,2010,3,378.0,232,14,41,1,2,0,17.739247,73.805316,6544
17.7,73.8,6,9,2021,2020,3,122.0,232,23,69,0,2,0,17.702921,73.827385,6544
17.7,73.8,18,10,2015,2010,3,205.0,232,8,25,0,2,0,17.730345,73.817834,6544
17.7,73.8,10,8,1989,1980,2,206.0,232,8,25,0,2,0,17.711512,73.824841,6544
17.7,73.8,29,2,2015,2010,0,549.0,232,19,46,1,2,0,17.733201,73.804048,6544
17.4,73.7,23,9,2022,2020,3,549.0,112,2,59,0,2,0,17.423598,73.656962,941
17.7,73.8,9,7,2007,2000,2,300.0,232,10,12,1,2,0,17.702657,73.842579,6544
17.7,73.8,2,10,2015,2010,3,205.0,232,14,43,1,2,0,17.743183,73.833483,6544
17.7,73.8,23,3,2019,2010,1,993.0,232,12,6,1,2,0,17.740609,73.840074,6544
17.4,73.7,12,7,2025,2020,2,211.0,112,14,67,1,2,0,17.424358,73.675814,941
17.7,73.8,14,12,2018,2010,0,549.0,232,19,50,1,2,0,17.719384,73.815678,6544
17.7,73.8,27,9,2012,2010,3,2203.0,232,12,6,1,2,0,17.710872,73.828833,6544
17.4,73.7,12,10,2012,2010,3,549.0,112,3,11,1,2,0,17.396367,73.664488,941
17.4,73.7,23,9,2025,2020,3,549.0,112,9,29,1,2,0,17.381489,73.661372,941
17.8,73.8,12,9,2018,2010,3,549.0,34,23,69,0,2,3,17.750802,73.819969,205
17.6,73.8,16,10,2015,2010,3,526.0,81,10,12,1,2,0,17.585596,73.833608,884
17.7,73.8,29,10,2018,2010,3,993.0,232,12,6,1,2,0,17.727374,73.809294,6544
17.7,73.8,30,9,2023,2020,3,3152.0,232,17,44,1,2,0,17.695817,73.797346,6544
17.6,73.8,4,9,2010,2010,3,64168.0,81,11,35,1,2,0,17.557559,73.784087,884
17.7,73.8,28,11,1989,1980,3,5452.0,232,4,15,1,2,0,17.743166,73.830304,6544
17.7,73.8,27,3,2013,2010,1,549.0,232,6,31,1,2,0,17.710599,73.821805,6544
17.7,73.8,21,12,2025,2020,0,993.0,232,12,36,1,2,0,17.714122,73.807957,6544
17.4,73.7,22,9,2015,2010,3,549.0,112,11,35,1,2,0,17.39047,73.658234,941
17.7,73.8,20,9,2024,2020,3,549.0,232,0,8,0,2,0,17.708357,73.844923,6544
17.7,73.8,28,6,2017,2010,2,263.0,232,14,60,1,2,0,17.704176,73.807176,6544
17.6,73.8,2,9,2015,2010,3,549.0,81,14,0,1,1,0,17.57014,73.836411,884
17.7,73.8,14,3,2022,2020,1,3152.0,232,14,60,1,2,0,17.713869,73.800723,6544
17.7,73.8,11,9,2021,2020,3,10.0,232,23,69,0,2,4,17.705909,73.833987,6544
17.7,73.8,18,12,2023,2020,0,150.0,232,12,6,1,2,0,17.717106,73.832852,6544
17.4,73.7,23,12,2023,2020,0,3000.0,112,19,46,1,2,4,17.435402,73.656317,941
17.7,73.8,11,3,2016,2010,1,549.0,232,2,59,0,2,0,17.730952,73.85,6544
17.7,73.8,1,9,2025,2020,3,993.0,232,23,69,0,2,0,17.716151,73.824622,6544
17.7,73.8,27,10,2018,2010,3,993.0,232,12,6,1,2,0,17.738075,73.812511,6544
17.7,73.8,15,10,2012,2010,3,1528120.0,232,15,23,0,2,0,17.73234,73.826383,6544
17.7,73.8,4,11,2011,2010,3,993.0,232,8,25,0,2,0,17.725118,73.820329,6544
17.7,73.8,1,2,2022,2020,0,60.0,232,12,6,1,2,0,17.720697,73.821443,6544
17.7,73.8,21,9,2024,2020,3,993.0,232,14,43,1,2,0,17.703232,73.81611,6544
17.7,73.8,29,5,2014,2010,1,298.0,232,17,47,1,2,0,17.719215,73.85,6544
17.7,73.8,29,9,2021,2020,3,549.0,232,11,35,1,2,0,17.725829,73.845863,6544
17.7,73.8,2,9,2023,2020,3,205.0,232,4,15,1,2,0,17.74533,73.82611,6544
17.7,73.8,21,9,2013,2010,3,993.0,232,12,6,1,2,0,17.738895,73.811069,6544
17.6,73.8,17,1,2022,2020,0,526.0,81,2,59,0,2,0,17.587216,73.830089,884
17.7,73.8,30,9,2010,2010,3,205.0,232,14,60,1,2,0,17.74486,73.833491,6544
17.6,73.8,1,9,2006,2000,3,549.0,81,3,17,1,2,0,17.597968,73.837992,884
17.7,73.8,5,1,2015,2010,0,378.0,232,3,11,1,2,0,17.729136,73.841897,6544
17.7,73.8,23,10,2011,2010,3,116.0,232,12,6,1,2,0,17.742741,73.81942,6544
17.4,73.6,28,9,2011,2010,3,549.0,60,23,69,0,2,3,17.403002,73.593655,435
17.7,73.8,18,9,2021,2020,3,227.0,232,8,25,0,2,0,17.720638,73.83751,6544
17.7,73.8,28,3,2007,2000,1,993.0,232,11,35,1,2,0,17.735669,73.832352,6544
17.5,73.5,20,3,2013,2010,1,549.0,30,12,77,1,2,0,17.50716,73.502401,221
17.7,73.8,22,6,2016,2010,2,205.0,232,9,13,1,2,0,17.734055,73.832026,6544
17.7,73.8,28,9,2014,2010,3,549.0,232,23,69,0,2,4,17.732115,73.815431,6544
17.7,73.8,20,11,2015,2010,3,3152.0,232,2,59,0,2,0,17.73039,73.813501,6544
17.4,73.7,2,9,2025,2020,3,549.0,112,17,65,1,2,0,17.38616,73.658834,941
17.4,73.8,10,9,2016,2010,3,29.0,30,12,77,1,2,0,17.401206,73.760079,100
17.7,73.8,18,2,2018,2010,0,1052.0,232,2,59,0,2,0,17.70426,73.841097,6544
17.7,73.8,9,9,2011,2010,3,205.0,232,3,11,1,2,0,17.740127,73.833869,6544
17.4,73.7,20,8,2014,2010,2,549.0,112,14,41,1,2,0,17.392514,73.664053,941
17.7,73.8,11,10,2017,2010,3,205.0,232,32,89,0,2,0,17.730656,73.828055,6544
17.7,73.8,14,10,2018,2010,3,298.0,232,11,35,1,2,0,17.736756,73.82763,6544
17.7,73.8,2,12,1996,1990,0,205.0,232,2,59,0,2,0,17.72593,73.814514,6544
17.7,73.8,11,12,2019,2010,0,993.0,232,14,60,1,2,0,17.721177,73.835897,6544
17.7,73.8,3,10,2017,2010,3,549.0,232,2,59,0,2,0,17.719015,73.755414,6544
17.7,73.8,26,9,2012,2010,3,994.0,232,3,11,1,2,0,17.732612,73.796341,6544
17.7,73.8,13,12,2019,2010,0,4160.0,232,3,52,1,2,0,17.729524,73.830159,6544
17.5,73.7,2,9,2012,2010,3,549.0,12,5,19,1,2,0,17.458468,73.650947,33
17.4,73.7,10,10,2025,2020,3,549.0,112,12,77,1,2,0,17.400933,73.661553,941
17.7,73.8,28,9,2024,2020,3,205.0,232,14,0,1,2,0,17.719612,73.825901,6544
17.7,73.8,30,12,2021,2020,0,122.0,232,23,69,0,2,0,17.711337,73.798255,6544
17.4,73.7,5,10,2016,2010,3,61.0,112,12,6,1,2,0,17.374884,73.714855,941
17.4,73.7,23,4,2022,2020,1,2070.0,112,12,6,1,2,0,17.440065,73.663221,941
17.7,73.8,9,10,2015,2010,3,205.0,232,2,59,0,2,0,17.726604,73.822184,6544
17.7,73.8,30,10,2020,2020,3,3152.0,232,17,44,1,2,0,17.695062,73.809392,6544
17.7,73.8,13,9,2025,2020,3,993.0,232,8,25,0,2,0,17.726086,73.805784,6544
17.7,73.8,28,9,2017,2010,3,80.0,232,17,34,1,2,0,17.721524,73.83529,6544
17.7,73.8,26,10,2018,2010,3,549.0,232,12,6,1,2,0,17.73466,73.828028,6544
17.6,73.8,26,8,2024,2020,2,4151.0,81,14,60,1,2,0,17.579954,73.828882,884
17.6,73.8,17,3,2015,2010,1,4157.0,81,2,59,0,2,0,17.572812,73.814255,884
17.4,73.7,1,9,2019,2010,3,549.0,112,14,41,1,2,0,17.358019,73.70958,941
17.7,73.8,21,3,2016,2010,1,526.0,232,6,1,1,2,0,17.717471,73.847618,6544
17.7,73.8,7,3,2021,2020,1,2000.0,232,3,17,1,2,4,17.730751,73.821032,6544
17.7,73.8,29,10,2018,2010,3,549.0,232,0,8,0,2,0,17.72756,73.810364,6544
17.7,73.8,5,3,2023,2020,1,993.0,232,2,59,0,2,0,17.70143,73.842649,6544
17.7,73.8,10,9,2021,2020,3,206.0,232,12,6,1,2,0,17.729986,73.807572,6544
17.6,73.8,12,9,2015,2010,3,549.0,81,0,8,0,2,0,17.555425,73.848803,884
17.3,73.7,14,12,2025,2020,0,5.0,4,10,12,1,2,0,17.341467,73.654379,20
17.7,73.8,27,9,2016,2010,3,549.0,232,6,31,1,2,0,17.714871,73.814081,6544
17.7,73.8,2,9,2015,2010,3,205.0,232,12,6,1,2,0,17.734446,73.812399,6544
17.7,73.8,27,9,2025,2020,3,526.0,232,6,1,1,2,0,17.725126,73.84809,6544
17.4,73.8,25,9,2026,2020,3,549.0,30,19,24,1,2,0,17.362716,73.767046,100
17.7,73.8,18,10,2017,2010,3,205.0,232,3,11,1,2,0,17.721911,73.811235,6544
17.6,73.7,7,9,2015,2010,3,207.0,7,14,0,1,2,0,17.643854,73.708479,22
17.7,73.8,6,9,2016,2010,3,205.0,232,14,60,1,2,0,17.713195,73.831316,6544
17.5,73.5,20,9,2022,2020,3,3.0,30,14,0,1,2,0,17.53525,73.543441,221
17.4,73.8,25,9,2013,2010,3,549.0,30,27,45,1,2,0,17.355277,73.796976,100
17.7,73.8,2,8,2024,2020,2,206.0,232,2,59,0,2,0,17.728815,73.819295,6544
17.7,73.8,12,8,2024,2020,2,993.0,232,11,35,1,2,0,17.721859,73.810412,6544
17.4,73.7,10,9,2014,2010,3,549.0,112,14,14,1,2,0,17.409397,73.674752,941
17.7,73.8,16,3,2016,2010,1,645.0,232,19,46,1,2,0,17.719596,73.827498,6544
17.7,73.8,30,9,2020,2020,3,3152.0,232,2,59,0,2,0,17.719753,73.826473,6544
17.7,73.8,15,10,2014,2010,3,993.0,232,12,6,1,2,0,17.705853,73.836343,6544
17.5,73.5,16,10,2024,2020,3,1826.0,30,14,58,1,2,0,17.481344,73.473633,221
17.5,73.8,19,10,2023,2020,3,10.0,17,28,79,1,2,0,17.528551,73.834045,99
17.4,73.5,5,9,2015,2010,3,549.0,23,14,60,1,2,0,17.439108,73.510828,128
17.7,73.8,21,7,2017,2010,2,993.0,232,18,83,1,2,0,17.712881,73.827932,6544
17.7,73.8,16,3,2024,2020,1,993.0,232,12,6,1,2,0,17.735378,73.836833,6544
17.7,73.8,15,10,2013,2010,3,549.0,232,19,24,1,2,0,17.738349,73.85,6544
17.6,73.8,27,9,2019,2010,3,549.0,81,6,31,1,2,0,17.578078,73.821941,884
17.4,73.6,24,5,2014,2010,1,549.0,60,11,35,1,2,0,17.441385,73.6469,435
17.7,73.8,20,10,2022,2020,3,2042.0,232,2,59,0,2,0,17.736388,73.833846,6544
17.7,73.8,22,11,2019,2010,3,150.0,232,14,43,1,2,0,17.729215,73.810784,6544
17.7,73.8,14,9,2019,2010,3,244.0,232,2,59,0,2,0,17.699845,73.819316,6544
17.4,73.7,10,6,2022,2020,2,648.0,112,2,59,0,2,0,17.401113,73.683591,941
17.7,73.8,1,9,2018,2010,3,150.0,232,14,0,1,2,0,17.716358,73.814358,6544
17.7,73.8,26,9,2012,2010,3,549.0,232,6,31,1,2,0,17.684012,73.823854,6544
17.5,73.5,2,10,2010,2010,3,5321.0,30,30,26,1,1,0,17.54519,73.507411,221
17.7,73.8,23,9,2021,2020,3,227.0,232,8,25,0,2,0,17.743367,73.82847,6544
17.7,73.8,5,4,2018,2010,1,994.0,232,12,6,1,2,0,17.711222,73.818484,6544
17.7,73.8,30,12,2017,2010,0,3152.0,232,1,5,1,2,0,17.710601,73.8032,6544
17.7,73.8,10,9,2021,2020,3,2203.0,232,12,6,1,2,0,17.71202,73.804399,6544
17.4,73.6,7,10,2021,2020,3,549.0,60,11,35,1,2,0,17.44591,73.640191,435
17.7,73.8,2,9,2020,2020,3,993.0,232,12,6,1,2,0,17.735539,73.824479,6544
17.7,73.8,29,9,2023,2020,3,549.0,232,17,65,1,2,0,17.741126,73.85,6544
17.7,73.8,21,10,2015,2010,3,1395.0,232,6,31,1,2,0,17.701176,73.802898,6544
17.4,73.7,29,9,2023,2020,3,29.0,112,14,41,1,2,0,17.37604,73.722525,941
17.7,73.8,16,3,2024,2020,1,993.0,232,26,85,1,2,0,17.722887,73.822377,6544
17.7,73.8,19,10,2018,2010,3,205.0,232,2,59,0,2,0,17.712365,73.837295,6544
17.7,73.8,24,10,2007,2000,3,645.0,232,11,35,1,2,0,17.710195,73.835076,6544
17.7,73.8,26,11,2021,2020,3,1944.0,232,14,0,1,2,0,17.708195,73.834804,6544
17.7,73.8,23,9,2024,2020,3,993.0,232,12,6,1,2,0,17.729207,73.815069,6544
17.5,73.5,19,9,2015,2010,3,6068.0,30,12,6,1,2,0,17.53877,73.496021,221
17.7,73.8,2,9,2022,2020,3,355.0,232,23,33,0,2,0,17.732693,73.807559,6544
17.7,73.8,16,9,2015,2010,3,205.0,232,12,6,1,2,0,17.708199,73.813892,6544
17.7,73.8,30,9,2017,2010,3,549.0,232,14,67,1,2,0,17.735765,73.83024,6544
17.4,73.7,11,9,2022,2020,3,549.0,112,11,35,1,2,0,17.36847,73.731845,941
17.7,73.8,17,9,2014,2010,3,993.0,232,6,1,1,2,0,17.713351,73.840651,6544
17.3,73.7,7,10,2025,2020,3,5.0,4,10,12,1,2,0,17.334016,73.683301,20
17.7,73.8,23,3,2022,2020,1,205.0,232,11,35,1,2,0,17.73767,73.837754,6544
17.4,73.7,29,12,2015,2010,0,549.0,112,19,24,1,2,0,17.411041,73.677287,941
17.7,73.8,21,9,2015,2010,3,549.0,232,2,59,0,2,0,17.735136,73.759481,6544
17.7,73.8,10,9,2018,2010,3,549.0,232,19,50,1,2,0,17.719446,73.801378,6544
17.7,73.8,5,7,2015,2010,2,993.0,232,12,6,1,2,0,17.725633,73.837541,6544
17.7,73.8,27,10,2020,2020,3,993.0,232,8,25,0,2,0,17.735989,73.811871,6544
17.4,73.6,31,4,2025,2020,1,549.0,60,14,43,1,2,0,17.408381,73.649685,435
17.7,73.8,21,9,2014,2010,3,994.0,232,2,59,0,2,0,17.715373,73.812443,6544
17.4,73.7,16,10,2012,2010,3,549.0,112,14,43,1,2,0,17.411082,73.669587,941
17.5,73.8,20,9,2014,2010,3,549.0,17,7,20,1,2,0,17.484031,73.829294,99
17.5,73.5,11,10,2011,2010,3,1829.0,30,14,43,1,2,0,17.477966,73.452753,221
17.4,73.6,2,10,2022,2020,3,549.0,60,23,69,0,2,3,17.429824,73.587682,435
17.7,73.8,24,9,2024,2020,3,116.0,232,3,52,1,2,0,17.736845,73.824711,6544
17.7,73.8,30,9,2017,2010,3,1830.0,232,25,75,1,2,0,17.732438,73.836693,6544
17.7,73.8,29,7,2017,2010,2,61.0,232,23,69,0,2,0,17.722606,73.777254,6544
17.7,73.8,21,9,2025,2020,3,227.0,232,12,6,1,2,0,17.735344,73.829622,6544
17.6,73.8,29,10,2023,2020,3,218.0,81,14,60,1,2,0,17.578804,73.836011,884
17.7,73.8,20,7,2014,2010,2,549.0,232,12,6,1,2,0,17.72047,73.822997,6544
17.7,73.8,22,7,2017,2010,2,1599.0,232,2,59,0,2,0,17.746595,73.813565,6544
17.4,73.6,12,9,2021,2020,3,549.0,60,23,69,0,2,3,17.411979,73.570399,435
17.4,73.7,21,10,2015,2010,3,549.0,112,18,48,1,2,0,17.430456,73.679224,941
17.7,73.8,18,9,2024,2020,3,5.0,232,2,59,0,2,0,17.731478,73.822173,6544
17.7,73.8,6,4,2018,2010,1,549.0,232,28,3,1,2,0,17.739417,73.827159,6544
17.7,73.8,20,9,2015,2010,3,993.0,232,17,34,1,2,0,17.733944,73.837463,6544
17.7,73.8,20,12,2025,2020,0,298.0,232,6,68,1,2,0,17.735916,73.82316,6544
17.7,73.8,13,9,2024,2020,3,993.0,232,2,59,0,2,0,17.732564,73.8374,6544
17.7,73.8,18,12,2017,2010,0,645.0,232,8,25,0,2,0,17.732857,73.82059,6544
17.5,73.5,21,10,2022,2020,3,5321.0,30,17,63,1,2,0,17.522166,73.50994,221
17.6,73.8,19,10,2022,2020,3,202.0,81,23,33,0,2,0,17.599353,73.85,884
17.7,73.8,3,12,2022,2020,0,549.0,232,13,40,1,2,0,17.714532,73.82798,6544
17.7,73.8,6,10,1991,1990,3,298.0,232,8,25,0,2,0,17.731697,73.818745,6544
17.6,73.8,3,10,2024,2020,3,4151.0,81,2,59,0,2,0,17.57246,73.83501,884
17.7,73.8,29,10,2018,2010,3,994.0,232,14,0,1,2,0,17.722722,73.811012,6544
17.7,73.8,11,3,2023,2020,1,298.0,232,30,82,1,2,0,17.717058,73.85,6544
17.7,73.8,29,10,2011,2010,3,244.0,232,17,34,1,2,0,17.727038,73.806281,6544
17.7,73.8,28,3,2022,2020,1,924.0,232,3,52,1,2,0,17.733224,73.81062,6544
17.7,73.8,23,9,2015,2010,3,993.0,232,23,33,0,2,0,17.701452,73.824619,6544
17.4,73.7,21,8,2024,2020,2,549.0,112,14,14,1,2,0,17.414573,73.652553,941
17.7,73.8,29,7,2012,2010,2,993.0,232,8,25,0,2,0,17.737852,73.825048,6544
17.7,73.8,4,10,2018,2010,3,3152.0,232,2,59,0,2,0,17.704558,73.81006,6544
17.7,73.8,28,9,2021,2020,3,549.0,232,2,59,0,2,0,17.734432,73.841668,6544
17.7,73.8,20,9,2025,2020,3,298.0,232,13,40,1,2,0,17.735203,73.823421,6544
17.7,73.8,7,8,2019,2010,2,378.0,232,11,35,1,2,0,17.731481,73.834776,6544
17.7,73.8,27,10,2022,2020,3,4.0,232,2,59,0,2,0,17.67539,73.782297,6544
17.7,73.8,4,10,2012,2010,3,645.0,232,1,5,1,2,0,17.735106,73.832598,6544
17.7,73.8,16,2,2018,2010,0,205.0,232,30,82,1,2,0,17.744152,73.828907,6544
17.7,73.8,26,9,2018,2010,3,298.0,232,12,6,1,2,0,17.717453,73.849015,6544
17.7,73.8,10,12,2015,2010,0,994.0,232,6,31,1,2,0,17.729241,73.815593,6544
17.4,73.6,9,9,2013,2010,3,549.0,60,23,69,0,2,3,17.401059,73.603988,435
17.7,73.8,22,12,2016,2010,0,205.0,232,9,13,1,2,0,17.745587,73.82656,6544
17.7,73.8,20,10,2015,2010,3,122.0,232,30,82,1,2,0,17.720284,73.820668,6544
17.7,73.8,16,12,2019,2010,0,205.0,232,12,6,1,2,0,17.717912,73.799714,6544
17.7,73.8,16,10,2015,2010,3,993.0,232,11,35,1,2,0,17.707547,73.835337,6544
17.4,73.7,21,12,2017,2010,0,1069.0,112,2,59,0,2,0,17.410097,73.745363,941
17.7,73.8,6,12,2015,2010,0,298.0,232,10,12,1,2,0,17.725558,73.85,6544
17.7,73.8,27,10,2016,2010,3,378.0,232,3,52,1,2,0,17.711738,73.821007,6544
17.7,73.8,18,9,2020,2020,3,263.0,232,14,60,1,2,0,17.700519,73.804421,6544
17.5,73.6,20,2,2015,2010,0,217.0,23,18,48,1,2,0,17.542551,73.553615,115
17.7,73.8,10,10,2023,2020,3,549.0,232,14,67,1,2,0,17.718107,73.805466,6544
17.7,73.8,20,9,2015,2010,3,298.0,232,10,12,1,2,0,17.728432,73.845311,6544
17.7,73.8,29,10,2017,2010,3,101.0,232,11,35,1,2,0,17.726742,73.824846,6544
17.7,73.8,22,9,2017,2010,3,994.0,232,12,6,1,2,0,17.731703,73.841545,6544
17.5,73.7,20,10,2014,2010,3,312.0,12,14,14,1,2,0,17.458053,73.70884,33
17.7,73.8,27,6,2022,2020,2,227.0,232,6,31,1,2,0,17.738129,73.810417,6544
17.4,73.6,23,9,2011,2010,3,3036.0,60,18,48,1,2,1,17.448188,73.629564,435
17.6,73.8,9,9,2012,2010,3,549.0,81,27,45,1,2,0,17.594463,73.828788,884
17.4,73.5,27,11,2024,2020,3,549.0,23,11,35,1,2,0,17.422196,73.476533,128
17.4,73.7,16,10,2024,2020,3,549.0,112,18,48,1,2,0,17.426209,73.663471,941
17.7,73.8,28,3,2019,2010,1,549.0,232,9,13,1,2,0,17.727919,73.80962,6544
17.4,73.7,16,9,2025,2020,3,549.0,112,12,6,1,2,0,17.409972,73.65732,941
17.8,73.8,20,9,2006,2000,3,549.0,34,19,46,1,2,4,17.8,73.771866,205
17.7,73.8,26,11,2015,2010,3,549.0,232,11,35,1,2,0,17.74165,73.831709,6544
17.7,73.8,11,3,2019,2010,1,1052.0,232,8,25,0,2,0,17.708263,73.832927,6544
17.7,73.8,28,9,2025,2020,3,993.0,232,8,25,0,2,0,17.728794,73.83654,6544
17.8,73.8,29,3,2023,2020,1,549.0,34,23,69,0,2,3,17.778508,73.845569,205
17.7,73.8,4,9,2011,2010,3,61.0,232,23,69,0,2,0,17.731633,73.809663,6544
17.5,73.6,5,8,2023,2020,2,549.0,23,14,14,1,2,0,17.450614,73.626106,115
17.7,73.8,24,9,2015,2010,3,227.0,232,12,6,1,2,0,17.729352,73.811145,6544
17.3,73.5,13,3,2015,2010,1,20.0,10,14,0,1,2,0,17.300851,73.495539,61
17.7,73.8,2,3,2015,2010,1,298.0,232,2,59,0,2,0,17.716594,73.85,6544
17.7,73.8,2,12,2022,2020,0,993.0,232,2,59,0,2,0,17.725531,73.831154,6544
17.7,73.8,4,10,2015,2010,3,263.0,232,14,43,1,2,0,17.706148,73.832815,6544
17.4,73.7,18,10,2020,2020,3,549.0,112,19,24,1,2,0,17.409558,73.674007,941
17.7,73.8,20,11,2011,2010,3,549.0,232,10,12,1,2,2,17.728192,73.817188,6544
17.7,73.8,10,7,2013,2010,2,2203.0,232,14,0,1,2,0,17.704303,73.823783,6544
17.7,73.8,16,10,2018,2010,3,306.0,232,6,31,1,2,0,17.718817,73.809936,6544
17.7,73.8,28,2,2012,2010,0,227.0,232,29,28,1,2,0,17.728463,73.832628,6544
17.7,73.8,30,10,2022,2020,3,205.0,232,11,35,1,2,0,17.730638,73.836404,6544
17.5,73.7,22,4,2019,2010,1,8.0,12,14,0,1,2,0,17.456665,73.706174,33
17.4,73.6,30,9,1981,1980,3,549.0,60,5,19,1,1,0,17.44978,73.632328,435
17.7,73.8,23,9,2015,2010,3,549.0,232,2,59,0,2,0,17.718899,73.756139,6544
17.4,73.7,2,9,2021,2020,3,549.0,112,14,41,1,2,0,17.360046,73.707834,941
17.7,73.8,10,9,2012,2010,3,378.0,232,25,75,1,2,0,17.707377,73.824456,6544
17.7,73.8,28,9,2025,2020,3,3152.0,232,14,60,1,2,0,17.715397,73.831892,6544
17.4,73.7,22,10,2014,2010,3,549.0,112,12,36,1,2,0,17.38849,73.661775,941
17.5,73.5,15,10,2024,2020,3,3000.0,30,16,4,1,2,4,17.532037,73.519374,221
17.7,73.8,2,10,2019,2010,3,3152.0,232,6,31,1,2,0,17.715424,73.82574,6544
17.7,73.8,13,10,2022,2020,3,993.0,232,10,12,1,2,0,17.718909,73.836923,6544
17.4,73.7,25,10,2013,2010,3,1069.0,112,2,59,0,2,0,17.406384,73.726412,941
17.4,73.7,18,9,2015,2010,3,549.0,112,11,35,1,2,0,17.421056,73.658886,941
17.7,73.8,10,9,2013,2010,3,2104.0,232,2,59,0,2,0,17.729694,73.797753,6544
17.4,73.6,14,11,2025,2020,3,549.0,60,23,69,0,2,3,17.411094,73.581891,435
17.5,73.8,21,10,2019,2010,3,3119.0,17,0,8,0,2,0,17.536477,73.827097,99
17.7,73.8,29,3,2021,2020,1,993.0,232,14,0,1,2,0,17.72353,73.825291,6544
17.7,73.8,18,9,2025,2020,3,549.0,232,2,59,0,2,0,17.705156,73.825715,6544
17.5,73.5,29,6,2015,2010,2,7.0,30,6,56,1,2,0,17.532079,73.506951,221
17.7,73.8,2,3,2013,2010,1,549.0,232,26,32,1,2,0,17.739448,73.85,6544
17.5,73.7,1,11,2013,2010,3,8.0,12,23,69,0,2,0,17.450615,73.705332,33
17.7,73.8,2,12,2015,2010,0,549.0,232,11,35,1,2,0,17.718285,73.796613,6544
17.7,73.8,22,4,2017,2010,1,122.0,232,6,1,1,2,0,17.695618,73.788787,6544
17.7,73.8,2,9,2019,2010,3,549.0,232,2,59,0,2,0,17.738526,73.824,6544
17.7,73.8,17,9,2024,2020,3,636.0,232,30,26,1,2,0,17.714452,73.821983,6544
17.7,73.8,19,9,2008,2000,3,1262.0,232,1,5,1,2,0,17.722734,73.828636,6544
17.7,73.8,13,10,2025,2020,3,993.0,232,2,59,0,2,0,17.731903,73.815771,6544
17.7,73.8,8,9,2015,2010,3,993.0,232,12,6,1,2,0,17.710959,73.808801,6544
17.5,73.6,30,9,2024,2020,3,214.0,23,12,77,1,2,0,17.481301,73.60998,115
17.7,73.8,21,10,2020,2020,3,298.0,232,8,25,0,2,0,17.705713,73.818806,6544
17.7,73.8,16,9,2015,2010,3,645.0,232,1,5,1,2,0,17.735634,73.828861,6544
17.7,73.8,2,9,2025,2020,3,993.0,232,23,33,0,2,0,17.703391,73.831688,6544
17.4,73.7,21,7,2018,2010,2,549.0,112,19,24,1,2,0,17.421086,73.656828,941
17.7,73.8,22,10,2023,2020,3,549.0,232,6,31,1,2,0,17.683246,73.82911,6544
17.7,73.8,24,9,2016,2010,3,205.0,232,11,35,1,2,0,17.741346,73.810822,6544
17.7,73.8,29,10,2025,2020,3,227.0,232,12,6,1,2,0,17.726045,73.802245,6544
17.7,73.8,30,10,2018,2010,3,993.0,232,3,52,1,2,0,17.734554,73.827677,6544
17.4,73.7,22,9,2020,2020,3,549.0,112,17,34,1,2,0,17.430126,73.679931,941
17.6,73.8,4,1,2022,2020,0,549.0,81,14,0,1,2,4,17.597387,73.842295,884
17.7,73.8,28,9,2019,2010,3,993.0,232,14,60,1,2,0,17.722885,73.832777,6544
17.7,73.8,20,9,2019,2010,3,150.0,232,6,31,1,2,0,17.722896,73.832992,6544
17.8,73.8,22,6,2014,2010,2,549.0,34,11,35,1,2,3,17.8,73.832976,205
17.7,73.8,18,7,2015,2010,2,150.0,232,6,31,1,2,0,17.716357,73.837116,6544
17.7,73.8,8,9,2020,2020,3,80.0,232,17,34,1,2,0,17.744712,73.85,6544
17.7,73.8,2,9,2022,2020,3,3152.0,232,8,25,0,2,0,17.731312,73.79274,6544
